entry_id,transaction_id,posting_date,account_id,debit,credit,currency,voucher_id,source_system,source_id,dimensions,entry_sequence,description
2026-02-25T062227Z-xxozcx-e3,2026-02-25T062227Z-xxozcx,2024-05-20,2931,0.00,17.85,EUR,bank_row:synth-b-012:journal:1,default,bank_row:synth-b-012:journal:1,,3,Synthetic sales receipt S-9005
2026-02-25T062227Z-zvlod7-e1,2026-02-25T062227Z-zvlod7,2024-05-29,1998,190.00,0.00,EUR,bank_row:synth-b-048:journal:1,default,bank_row:synth-b-048:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-zvlod7-e2,2026-02-25T062227Z-zvlod7,2024-05-29,1910,0.00,190.00,EUR,bank_row:synth-b-048:journal:1,default,bank_row:synth-b-048:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-tsodwm-e1,2026-02-25T062227Z-tsodwm,2024-05-29,1911,190.00,0.00,EUR,bank_row:synth-b-049:journal:1,default,bank_row:synth-b-049:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062227Z-tsodwm-e2,2026-02-25T062227Z-tsodwm,2024-05-29,1998,0.00,190.00,EUR,bank_row:synth-b-049:journal:1,default,bank_row:synth-b-049:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062227Z-yh5076-e1,2026-02-25T062227Z-yh5076,2024-06-20,4000,52.00,0.00,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,1,Synthetic purchase payment P-9105
2026-02-25T062227Z-yh5076-e2,2026-02-25T062227Z-yh5076,2024-06-20,1763,13.26,0.00,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,2,Synthetic purchase payment P-9105
2026-02-25T062227Z-yh5076-e3,2026-02-25T062227Z-yh5076,2024-06-20,1910,0.00,65.26,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,3,Synthetic purchase payment P-9105
2026-02-25T062227Z-6sknpx-e1,2026-02-25T062227Z-6sknpx,2024-06-28,1160,1200.00,0.00,EUR,bank_row:synth-b-031:journal:1,default,bank_row:synth-b-031:journal:1,,1,Synthetic asset acquisition a1001
2026-02-25T062227Z-6sknpx-e2,2026-02-25T062227Z-6sknpx,2024-06-28,1910,0.00,1200.00,EUR,bank_row:synth-b-031:journal:1,default,bank_row:synth-b-031:journal:1,,2,Synthetic asset acquisition a1001
2026-02-25T062227Z-eixmd0-e1,2026-02-25T062227Z-eixmd0,2024-06-29,1998,200.00,0.00,EUR,bank_row:synth-b-050:journal:1,default,bank_row:synth-b-050:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-eixmd0-e2,2026-02-25T062227Z-eixmd0,2024-06-29,1910,0.00,200.00,EUR,bank_row:synth-b-050:journal:1,default,bank_row:synth-b-050:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-0cpqqx-e1,2026-02-25T062227Z-0cpqqx,2024-06-29,1911,200.00,0.00,EUR,bank_row:synth-b-051:journal:1,default,bank_row:synth-b-051:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062227Z-0cpqqx-e2,2026-02-25T062227Z-0cpqqx,2024-06-29,1998,0.00,200.00,EUR,bank_row:synth-b-051:journal:1,default,bank_row:synth-b-051:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062227Z-8lei6u-e1,2026-02-25T062227Z-8lei6u,2024-07-22,1910,225.90,0.00,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,1,Synthetic sales receipt S-9006
2026-02-25T062227Z-8lei6u-e2,2026-02-25T062227Z-8lei6u,2024-07-22,3000,0.00,180.00,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,2,Synthetic sales receipt S-9006
2026-02-25T062227Z-8lei6u-e3,2026-02-25T062227Z-8lei6u,2024-07-22,2931,0.00,45.90,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,3,Synthetic sales receipt S-9006
2026-02-25T062227Z-xlayg1-e1,2026-02-25T062227Z-xlayg1,2024-07-29,1998,210.00,0.00,EUR,bank_row:synth-b-052:journal:1,default,bank_row:synth-b-052:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-xlayg1-e2,2026-02-25T062227Z-xlayg1,2024-07-29,1910,0.00,210.00,EUR,bank_row:synth-b-052:journal:1,default,bank_row:synth-b-052:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062227Z-tczjsz-e1,2026-02-25T062227Z-tczjsz,2024-07-29,1911,210.00,0.00,EUR,bank_row:synth-b-053:journal:1,default,bank_row:synth-b-053:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062227Z-tczjsz-e2,2026-02-25T062227Z-tczjsz,2024-07-29,1998,0.00,210.00,EUR,bank_row:synth-b-053:journal:1,default,bank_row:synth-b-053:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062228Z-2be36u-e1,2026-02-25T062228Z-2be36u,2024-08-19,4000,64.00,0.00,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,1,Synthetic purchase payment P-9106
2026-02-25T062228Z-2be36u-e2,2026-02-25T062228Z-2be36u,2024-08-19,1763,16.32,0.00,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,2,Synthetic purchase payment P-9106
2026-02-25T062228Z-2be36u-e3,2026-02-25T062228Z-2be36u,2024-08-19,1910,0.00,80.32,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,3,Synthetic purchase payment P-9106
2026-02-25T062228Z-4gmfji-e1,2026-02-25T062228Z-4gmfji,2024-08-29,1998,220.00,0.00,EUR,bank_row:synth-b-054:journal:1,default,bank_row:synth-b-054:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062228Z-4gmfji-e2,2026-02-25T062228Z-4gmfji,2024-08-29,1910,0.00,220.00,EUR,bank_row:synth-b-054:journal:1,default,bank_row:synth-b-054:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062228Z-zao8ny-e1,2026-02-25T062228Z-zao8ny,2024-08-29,1911,220.00,0.00,EUR,bank_row:synth-b-055:journal:1,default,bank_row:synth-b-055:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062228Z-zao8ny-e2,2026-02-25T062228Z-zao8ny,2024-08-29,1998,0.00,220.00,EUR,bank_row:synth-b-055:journal:1,default,bank_row:synth-b-055:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062228Z-0l2y7e-e1,2026-02-25T062228Z-0l2y7e,2024-09-06,1910,50.00,0.00,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,1,Synthetic partial sales receipt S-9003 part 1
2026-02-25T062228Z-0l2y7e-e2,2026-02-25T062228Z-0l2y7e,2024-09-06,3000,0.00,39.84,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,2,Synthetic partial sales receipt S-9003 part 1
2026-02-25T062228Z-0l2y7e-e3,2026-02-25T062228Z-0l2y7e,2024-09-06,2931,0.00,10.16,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,3,Synthetic partial sales receipt S-9003 part 1
2026-02-25T062228Z-poxu4c-e1,2026-02-25T062228Z-poxu4c,2024-09-11,1910,50.40,0.00,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,1,Synthetic partial sales receipt S-9003 part 2
2026-02-25T062228Z-poxu4c-e2,2026-02-25T062228Z-poxu4c,2024-09-11,3000,0.00,40.16,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,2,Synthetic partial sales receipt S-9003 part 2
2026-02-25T062228Z-poxu4c-e3,2026-02-25T062228Z-poxu4c,2024-09-11,2931,0.00,10.24,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,3,Synthetic partial sales receipt S-9003 part 2
2026-02-25T062228Z-tifa3x-e1,2026-02-25T062228Z-tifa3x,2024-09-13,4000,23.90,0.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,1,Synthetic partial purchase payment P-9103 part 1
2026-02-25T062228Z-tifa3x-e2,2026-02-25T062228Z-tifa3x,2024-09-13,1763,6.10,0.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,2,Synthetic partial purchase payment P-9103 part 1
2026-02-25T062228Z-tifa3x-e3,2026-02-25T062228Z-tifa3x,2024-09-13,1910,0.00,30.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,3,Synthetic partial purchase payment P-9103 part 1
2026-02-25T062228Z-cs72kr-e1,2026-02-25T062228Z-cs72kr,2024-09-17,4000,36.10,0.00,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,1,Synthetic partial purchase payment P-9103 part 2
2026-02-25T062228Z-cs72kr-e2,2026-02-25T062228Z-cs72kr,2024-09-17,1763,9.20,0.00,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,2,Synthetic partial purchase payment P-9103 part 2
2026-02-25T062228Z-cs72kr-e3,2026-02-25T062228Z-cs72kr,2024-09-17,1910,0.00,45.30,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,3,Synthetic partial purchase payment P-9103 part 2
2026-02-25T062228Z-0f58tj-e1,2026-02-25T062228Z-0f58tj,2024-09-29,1998,230.00,0.00,EUR,bank_row:synth-b-056:journal:1,default,bank_row:synth-b-056:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062228Z-0f58tj-e2,2026-02-25T062228Z-0f58tj,2024-09-29,1910,0.00,230.00,EUR,bank_row:synth-b-056:journal:1,default,bank_row:synth-b-056:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062228Z-0zfmht-e1,2026-02-25T062228Z-0zfmht,2024-09-29,1911,230.00,0.00,EUR,bank_row:synth-b-057:journal:1,default,bank_row:synth-b-057:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062228Z-0zfmht-e2,2026-02-25T062228Z-0zfmht,2024-09-29,1998,0.00,230.00,EUR,bank_row:synth-b-057:journal:1,default,bank_row:synth-b-057:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062228Z-rzfaxs-e1,2026-02-25T062228Z-rzfaxs,2024-10-16,1910,263.55,0.00,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,1,Synthetic sales receipt S-9007
2026-02-25T062228Z-rzfaxs-e2,2026-02-25T062228Z-rzfaxs,2024-10-16,3000,0.00,210.00,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,2,Synthetic sales receipt S-9007
2026-02-25T062228Z-rzfaxs-e3,2026-02-25T062228Z-rzfaxs,2024-10-16,2931,0.00,53.55,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,3,Synthetic sales receipt S-9007
2026-02-25T062229Z-nbotsu-e1,2026-02-25T062229Z-nbotsu,2024-10-18,1910,62.75,0.00,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,1,Synthetic sales receipt S-9008 (reference variant)
2026-02-25T062229Z-nbotsu-e2,2026-02-25T062229Z-nbotsu,2024-10-18,3000,0.00,50.00,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,2,Synthetic sales receipt S-9008 (reference variant)
2026-02-25T062229Z-nbotsu-e3,2026-02-25T062229Z-nbotsu,2024-10-18,2931,0.00,12.75,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,3,Synthetic sales receipt S-9008 (reference variant)
2026-02-25T062229Z-frv6q2-e1,2026-02-25T062229Z-frv6q2,2024-10-24,1910,243.50,0.00,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,1,Synthetic settlement payout receipt
2026-02-25T062229Z-frv6q2-e2,2026-02-25T062229Z-frv6q2,2024-10-24,3000,0.00,194.02,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,2,Synthetic settlement payout receipt
2026-02-25T062229Z-frv6q2-e3,2026-02-25T062229Z-frv6q2,2024-10-24,2931,0.00,49.48,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,3,Synthetic settlement payout receipt
2026-02-25T062229Z-hsi7ha-e1,2026-02-25T062229Z-hsi7ha,2024-10-24,4000,7.50,0.00,EUR,bank_row:synth-b-020:journal:1,default,bank_row:synth-b-020:journal:1,,1,Synthetic settlement fee payment
2026-02-25T062229Z-hsi7ha-e2,2026-02-25T062229Z-hsi7ha,2024-10-24,1910,0.00,7.50,EUR,bank_row:synth-b-020:journal:1,default,bank_row:synth-b-020:journal:1,,2,Synthetic settlement fee payment
2026-02-25T062229Z-wtv3l2-e1,2026-02-25T062229Z-wtv3l2,2024-10-25,1998,300.00,0.00,EUR,bank_row:synth-b-021:journal:1,default,bank_row:synth-b-021:journal:1,,1,Synthetic internal transfer out to Holvi
2026-02-25T062229Z-wtv3l2-e2,2026-02-25T062229Z-wtv3l2,2024-10-25,1910,0.00,300.00,EUR,bank_row:synth-b-021:journal:1,default,bank_row:synth-b-021:journal:1,,2,Synthetic internal transfer out to Holvi
2026-02-25T062229Z-s8rilh-e1,2026-02-25T062229Z-s8rilh,2024-10-25,1911,300.00,0.00,EUR,bank_row:synth-b-022:journal:1,default,bank_row:synth-b-022:journal:1,,1,Synthetic internal transfer in from OP
2026-02-25T062229Z-s8rilh-e2,2026-02-25T062229Z-s8rilh,2024-10-25,1998,0.00,300.00,EUR,bank_row:synth-b-022:journal:1,default,bank_row:synth-b-022:journal:1,,2,Synthetic internal transfer in from OP
2026-02-25T062229Z-3fnbta-e1,2026-02-25T062229Z-3fnbta,2024-10-28,2060,120.00,0.00,EUR,bank_row:synth-b-027:journal:1,default,bank_row:synth-b-027:journal:1,,1,Synthetic owner withdrawal (yksityisnosto)
2026-02-25T062229Z-3fnbta-e2,2026-02-25T062229Z-3fnbta,2024-10-28,1910,0.00,120.00,EUR,bank_row:synth-b-027:journal:1,default,bank_row:synth-b-027:journal:1,,2,Synthetic owner withdrawal (yksityisnosto)
2026-02-25T062229Z-16o1rj-e1,2026-02-25T062229Z-16o1rj,2024-10-30,1998,240.00,0.00,EUR,bank_row:synth-b-058:journal:1,default,bank_row:synth-b-058:journal:1,,1,Synthetic monthly internal transfer out to Holvi
2026-02-25T062229Z-16o1rj-e2,2026-02-25T062229Z-16o1rj,2024-10-30,1910,0.00,240.00,EUR,bank_row:synth-b-058:journal:1,default,bank_row:synth-b-058:journal:1,,2,Synthetic monthly internal transfer out to Holvi
2026-02-25T062229Z-ipclbu-e1,2026-02-25T062229Z-ipclbu,2024-10-30,1911,240.00,0.00,EUR,bank_row:synth-b-059:journal:1,default,bank_row:synth-b-059:journal:1,,1,Synthetic monthly internal transfer in from OP
2026-02-25T062229Z-ipclbu-e2,2026-02-25T062229Z-ipclbu,2024-10-30,1998,0.00,240.00,EUR,bank_row:synth-b-059:journal:1,default,bank_row:synth-b-059:journal:1,,2,Synthetic monthly internal transfer in from OP
2026-02-25T062229Z-p0kuo6-e1,2026-02-25T062229Z-p0kuo6,2024-11-08,1911,42.00,0.00,EUR,bank_row:synth-b-023:journal:1,default,bank_row:synth-b-023:journal:1,,1,Synthetic unmatched incoming parked to suspense
2026-02-25T062229Z-p0kuo6-e2,2026-02-25T062229Z-p0kuo6,2024-11-08,1999,0.00,42.00,EUR,bank_row:synth-b-023:journal:1,default,bank_row:synth-b-023:journal:1,,2,Synthetic unmatched incoming parked to suspense
2026-02-25T062229Z-0jbyhd-e1,2026-02-25T062229Z-0jbyhd,2024-11-15,1999,42.00,0.00,EUR,suspense:reclass:2024-11-15:1,default,suspense:reclass:2024-11-15:1,,1,Synthetic suspense reclassification to owner contribution
2026-02-25T062229Z-0jbyhd-e2,2026-02-25T062229Z-0jbyhd,2024-11-15,2010,0.00,42.00,EUR,suspense:reclass:2024-11-15:1,default,suspense:reclass:2024-11-15:1,,2,Synthetic suspense reclassification to owner contribution
2026-02-25T062229Z-e2t7oj-e1,2026-02-25T062229Z-e2t7oj,2024-11-20,4000,44.00,0.00,EUR,bank_row:synth-b-017:journal:1,default,bank_row:synth-b-017:journal:1,,1,Synthetic purchase payment P-9107
2026-02-25T062229Z-e2t7oj-e2,2026-02-25T062229Z-e2t7oj,2024-11-20,1763,11.22,0.00,EUR,bank_row:synth-b-017:journal:1,default,bank_row:synth-b-017:journal:1,,2,Synthetic purchase payment P-9107
2026-02-25T062229Z-e2t7oj-e3,2026-02-25T062229Z-e2t7oj,2024-11-20,1910,0.00,55.22,EUR,bank_row:synth-b-017:journal:1,default,bank_row:synth-b-017:journal:1,,3,Synthetic purchase payment P-9107
2026-02-25T062229Z-9he5is-e1,2026-02-25T062229Z-9he5is,2024-11-25,1998,50.00,0.00,EUR,bank_row:synth-b-024:journal:1,default,bank_row:synth-b-024:journal:1,,1,Synthetic internal transfer out to PayPal
2026-02-25T062229Z-9he5is-e2,2026-02-25T062229Z-9he5is,2024-11-25,1911,0.00,50.00,EUR,bank_row:synth-b-024:journal:1,default,bank_row:synth-b-024:journal:1,,2,Synthetic internal transfer out to PayPal
2026-02-25T062229Z-rnciz1-e1,2026-02-25T062229Z-rnciz1,2024-11-25,1912,50.00,0.00,EUR,bank_row:synth-b-025:journal:1,default,bank_row:synth-b-025:journal:1,,1,Synthetic internal transfer in from Holvi
2026-02-25T062229Z-rnciz1-e2,2026-02-25T062229Z-rnciz1,2024-11-25,1998,0.00,50.00,EUR,bank_row:synth-b-025:journal:1,default,bank_row:synth-b-025:journal:1,,2,Synthetic internal transfer in from Holvi
2026-02-25T062229Z-l2205s-e1,2026-02-25T062229Z-l2205s,2024-11-28,1910,200.00,0.00,EUR,bank_row:synth-b-026:journal:1,default,bank_row:synth-b-026:journal:1,,1,Synthetic owner contribution (yksityispanos)
2026-02-25T062229Z-l2205s-e2,2026-02-25T062229Z-l2205s,2024-11-28,2010,0.00,200.00,EUR,bank_row:synth-b-026:journal:1,default,bank_row:synth-b-026:journal:1,,2,Synthetic owner contribution (yksityispanos)
2026-02-25T062229Z-vw12ux-e1,2026-02-25T062229Z-vw12ux,2024-11-29,1998,250.00,0.00,EUR,bank_row:synth-b-060:journal:1,default,bank_row:synth-b-060:journal:1,,1,Synthetic monthly internal transfer out to Holvi
