link_id,attachment_id,kind,resource_id,linked_at
75f2b0c1-d196-43c6-aa74-13826c586765,f8ba88c6-988d-4794-9be5-b56a2676f3b8,voucher,bank_row:synth-b-018:journal:1,2026-02-26T13:04:09Z
2c811e42-de9e-41a5-96e6-58cbb14246dc,9df5be8f-f3c7-42ed-b476-6b09e6e1e7fd,bank_row,synth-b-019,2026-02-26T13:04:09Z
fac74f39-5b01-42a8-b36a-03cb8653e073,9df5be8f-f3c7-42ed-b476-6b09e6e1e7fd,voucher,bank_row:synth-b-019:journal:1,2026-02-26T13:04:09Z
958c6e86-cf5b-44ce-ba6d-c4f3bff40c47,567d0057-49a0-42ea-8a49-0e0a389e8ae3,bank_row,synth-b-020,2026-02-26T13:04:09Z
f0e2c8d3-efd2-42ba-87b4-4c1cba889dec,567d0057-49a0-42ea-8a49-0e0a389e8ae3,voucher,bank_row:synth-b-020:journal:1,2026-02-26T13:04:09Z
81e92319-2cd6-457f-9e36-66d9d3babfb5,b307a768-7f33-4b42-b45c-29cb9eee8dba,bank_row,synth-b-021,2026-02-26T13:04:09Z
20df0e82-68fc-4b1e-a5e7-98f304d6945c,b307a768-7f33-4b42-b45c-29cb9eee8dba,voucher,bank_row:synth-b-021:journal:1,2026-02-26T13:04:09Z
29c47d41-5572-4d03-bb25-672ee7193fcb,6419d7dc-b7e8-4c7f-8268-8157200ebb99,bank_row,synth-b-022,2026-02-26T13:04:09Z
092eee56-1a4e-4d03-b5bc-cac1a34b34aa,6419d7dc-b7e8-4c7f-8268-8157200ebb99,voucher,bank_row:synth-b-022:journal:1,2026-02-26T13:04:09Z
9e52bc5a-c220-4442-b652-c758ed6e2501,b5059a04-a7ba-4421-b74b-148608960c85,bank_row,synth-b-023,2026-02-26T13:04:09Z
17a79e38-7104-458b-bcd8-108ba019a842,b5059a04-a7ba-4421-b74b-148608960c85,voucher,bank_row:synth-b-023:journal:1,2026-02-26T13:04:09Z
e6baed50-2eac-4853-828c-d39b6692d34a,cf16e711-24c6-4bb3-80c5-aa7386f98784,bank_row,synth-b-024,2026-02-26T13:04:09Z
d862b13f-b9e8-4a40-9bd3-2916a8d6a755,cf16e711-24c6-4bb3-80c5-aa7386f98784,voucher,bank_row:synth-b-024:journal:1,2026-02-26T13:04:09Z
e238e79b-4174-455a-aa04-471563be645f,55c60ecb-2f7e-4b58-b438-f1dc0cfbb9c0,bank_row,synth-b-025,2026-02-26T13:04:09Z
72215ed7-bc22-45ea-a9d7-81bf5be97167,55c60ecb-2f7e-4b58-b438-f1dc0cfbb9c0,voucher,bank_row:synth-b-025:journal:1,2026-02-26T13:04:09Z
0a930751-f141-416f-ae4d-4aba11b2b95d,34d152df-aea5-4d24-846d-4e4147ac2a56,bank_row,synth-b-026,2026-02-26T13:04:09Z
6beff1cb-f0e6-457d-b948-346d556cdc9c,34d152df-aea5-4d24-846d-4e4147ac2a56,voucher,bank_row:synth-b-026:journal:1,2026-02-26T13:04:09Z
21235ecf-cbeb-4d2d-9000-774986994151,e3c60421-8f60-4fed-8206-585178f63232,bank_row,synth-b-027,2026-02-26T13:04:09Z
38390339-a164-4a6e-a62e-3dce3a1abe1f,e3c60421-8f60-4fed-8206-585178f63232,voucher,bank_row:synth-b-027:journal:1,2026-02-26T13:04:09Z
29db5fa2-5b8d-4adb-b410-07c17dbe64c7,5d67f24a-d5af-4e05-b8c0-acc5d6f40ed2,bank_row,synth-b-028,2026-02-26T13:04:09Z
a9920e00-4252-4c31-998b-656857444d94,5d67f24a-d5af-4e05-b8c0-acc5d6f40ed2,voucher,bank_row:synth-b-028:journal:1,2026-02-26T13:04:09Z
ce35295b-c42b-44d4-aa25-c5aba69560ca,04edcafa-12d5-43e8-b5aa-319a0509dcfc,bank_row,synth-b-029,2026-02-26T13:04:09Z
a38f68aa-84f2-4e28-a356-b27310c8ae89,04edcafa-12d5-43e8-b5aa-319a0509dcfc,voucher,bank_row:synth-b-029:journal:1,2026-02-26T13:04:09Z
71ba1439-9ccd-4d3b-9d46-39354ffaaf95,8b3b5696-5896-41de-9a8c-9792a9a55f54,bank_row,synth-b-030,2026-02-26T13:04:09Z
68da4144-3fbe-49ed-8230-79deecb974d4,8b3b5696-5896-41de-9a8c-9792a9a55f54,voucher,bank_row:synth-b-030:journal:1,2026-02-26T13:04:09Z
44a4da76-4681-4235-ae88-3afab811378e,29137a85-a018-4dd8-b60e-604c1db0c9e9,bank_row,synth-b-031,2026-02-26T13:04:09Z
6b0e7252-104f-4a29-9892-c6dab1b9779b,29137a85-a018-4dd8-b60e-604c1db0c9e9,voucher,bank_row:synth-b-031:journal:1,2026-02-26T13:04:09Z
79a9fabb-6f34-4612-ad81-1171cf2e2205,b18e60c3-87ed-4cd3-9ba1-ff92ce50e107,bank_row,synth-b-040,2026-02-26T13:04:09Z
9c6432cd-6577-42f0-93e1-70b7110888c4,b18e60c3-87ed-4cd3-9ba1-ff92ce50e107,voucher,bank_row:synth-b-040:journal:1,2026-02-26T13:04:09Z
454e48c0-d051-4b40-a8a1-01f31f03582b,1d353dab-6eeb-414b-9ea0-c80d45ca7dc6,bank_row,synth-b-041,2026-02-26T13:04:09Z
bf426289-683d-41c0-909d-f2e473e494a8,1d353dab-6eeb-414b-9ea0-c80d45ca7dc6,voucher,bank_row:synth-b-041:journal:1,2026-02-26T13:04:09Z
23d307ea-f1e1-49ca-83a3-4e0ebf1d84b1,d2eacb45-ecd5-40f7-b3fa-bc66f69dc37f,bank_row,synth-b-042,2026-02-26T13:04:09Z
c769fd48-dda9-4cdb-9ef0-337fdc8982ca,d2eacb45-ecd5-40f7-b3fa-bc66f69dc37f,voucher,bank_row:synth-b-042:journal:1,2026-02-26T13:04:09Z
85051e4f-b46a-47a0-b681-1ba9ebb535ca,c6f3379c-d863-46f4-86ab-5687636e3268,bank_row,synth-b-043,2026-02-26T13:04:09Z
5e445480-7dda-4512-93ba-d68905190fe3,c6f3379c-d863-46f4-86ab-5687636e3268,voucher,bank_row:synth-b-043:journal:1,2026-02-26T13:04:09Z
f751a814-9eaf-470d-b3f1-ebb1dd6935ec,142e3652-349e-4a75-ba2c-b4ab65766ad7,bank_row,synth-b-044,2026-02-26T13:04:09Z
46db60b6-63be-44e9-a928-9ebd1944d2a6,142e3652-349e-4a75-ba2c-b4ab65766ad7,voucher,bank_row:synth-b-044:journal:1,2026-02-26T13:04:09Z
e6beb1e3-958a-4cb4-9420-7eeb5f65320e,f9e23567-80d0-4fc0-821e-1ece754aaf17,bank_row,synth-b-045,2026-02-26T13:04:09Z
e183013f-da29-4f3f-8d29-8a6be5dec692,f9e23567-80d0-4fc0-821e-1ece754aaf17,voucher,bank_row:synth-b-045:journal:1,2026-02-26T13:04:09Z
98a8f970-5229-4a90-9ae5-a4d1591784fe,adf327ca-c4d5-403f-8e61-61574f0f2c74,bank_row,synth-b-046,2026-02-26T13:04:09Z
3b68df06-4028-4a48-aae9-417fe3517cd0,adf327ca-c4d5-403f-8e61-61574f0f2c74,voucher,bank_row:synth-b-046:journal:1,2026-02-26T13:04:09Z
bc022622-db5b-4462-95ec-7e517f899804,3f9901cb-6ec7-4ebb-992d-480466d38600,bank_row,synth-b-047,2026-02-26T13:04:09Z
9aeae522-68c2-48c1-96ef-260cf6604bf5,3f9901cb-6ec7-4ebb-992d-480466d38600,voucher,bank_row:synth-b-047:journal:1,2026-02-26T13:04:09Z
ecdbbaa3-a01e-4ab9-81f8-833cad220b63,a0464a9b-2ab0-4b52-ba15-c9cd2fc6c001,bank_row,synth-b-048,2026-02-26T13:04:09Z
e3098451-de6e-4a7a-bebf-5060b5cebf27,a0464a9b-2ab0-4b52-ba15-c9cd2fc6c001,voucher,bank_row:synth-b-048:journal:1,2026-02-26T13:04:09Z
a7757676-f9eb-4a85-99be-496d53030f60,f09205ed-c34b-4679-b162-e79023d92e55,bank_row,synth-b-049,2026-02-26T13:04:09Z
07a4f6c8-8359-4098-ba08-e80ccbe340f8,f09205ed-c34b-4679-b162-e79023d92e55,voucher,bank_row:synth-b-049:journal:1,2026-02-26T13:04:09Z
090de8d5-48be-4dd9-83da-2d9451533d0f,079b3f34-c065-4600-a27f-19ca45bcb164,bank_row,synth-b-050,2026-02-26T13:04:09Z
24ddd384-3a06-40d9-8985-a156bfa34133,079b3f34-c065-4600-a27f-19ca45bcb164,voucher,bank_row:synth-b-050:journal:1,2026-02-26T13:04:09Z
473f8d22-ed2a-4006-a5e7-f056ced5decb,ef7ca4b7-bb29-4972-a655-75c094ff6e3f,bank_row,synth-b-051,2026-02-26T13:04:09Z
b6d39f77-897b-44df-9e7a-e936c6a11649,ef7ca4b7-bb29-4972-a655-75c094ff6e3f,voucher,bank_row:synth-b-051:journal:1,2026-02-26T13:04:09Z
e966b82d-ea8d-477e-bbd8-1e8db830ebf0,30351f74-4518-4524-aae7-508b3682e11d,bank_row,synth-b-052,2026-02-26T13:04:09Z
34049b03-dd1b-47ad-a522-4b72d9add1ab,30351f74-4518-4524-aae7-508b3682e11d,voucher,bank_row:synth-b-052:journal:1,2026-02-26T13:04:09Z
d3a11084-85c6-4318-85c6-2166b325e652,79ce8984-dfdb-4b54-84de-2326aeb258ba,bank_row,synth-b-053,2026-02-26T13:04:09Z
f2a74e3f-bb0c-4ad3-a535-46ec4feb321c,79ce8984-dfdb-4b54-84de-2326aeb258ba,voucher,bank_row:synth-b-053:journal:1,2026-02-26T13:04:09Z
f6413e4d-b1cd-49c0-af0a-18efc7f90400,af339f20-9d66-49b9-a1b0-382f23e217fd,bank_row,synth-b-054,2026-02-26T13:04:09Z
0087c89e-da8c-46cc-b82f-7ab16f5607fa,af339f20-9d66-49b9-a1b0-382f23e217fd,voucher,bank_row:synth-b-054:journal:1,2026-02-26T13:04:09Z
b2e99a19-feb2-4512-b8e3-18ec28e02b94,6514f581-15ac-48d2-b976-58afa2a994a9,bank_row,synth-b-055,2026-02-26T13:04:09Z
5efe0604-fc9f-4540-92cb-5e3d658c66fa,6514f581-15ac-48d2-b976-58afa2a994a9,voucher,bank_row:synth-b-055:journal:1,2026-02-26T13:04:10Z
6cf5fa32-fb32-43e8-b81f-34006fbb15d4,a375f4f0-dc13-4603-806b-79d3ac3bd311,bank_row,synth-b-056,2026-02-26T13:04:10Z
41ed4ffa-015c-45db-8a11-b8abfa0c639b,a375f4f0-dc13-4603-806b-79d3ac3bd311,voucher,bank_row:synth-b-056:journal:1,2026-02-26T13:04:10Z
376226f7-4c89-42dc-acf4-ac86e14fb005,6c532227-ae9b-41d9-8d68-e841967423ed,bank_row,synth-b-057,2026-02-26T13:04:10Z
52e76a97-f0a9-4bd2-9ee0-eb4aa5be915b,6c532227-ae9b-41d9-8d68-e841967423ed,voucher,bank_row:synth-b-057:journal:1,2026-02-26T13:04:10Z
0a25ba3d-cf70-4b19-9f76-843f76573c66,1473c391-93f5-43d2-afd7-771042108a5c,bank_row,synth-b-058,2026-02-26T13:04:10Z
649fd9d1-75f8-425e-beef-ff9d5c5aea25,1473c391-93f5-43d2-afd7-771042108a5c,voucher,bank_row:synth-b-058:journal:1,2026-02-26T13:04:10Z
1976e83e-fe14-4310-b524-67bfea105ce6,03a5e281-5f8d-401c-9b36-b9c392d9af4b,bank_row,synth-b-059,2026-02-26T13:04:10Z
cbb3f890-8859-44b5-aac7-635bdf59dd25,03a5e281-5f8d-401c-9b36-b9c392d9af4b,voucher,bank_row:synth-b-059:journal:1,2026-02-26T13:04:10Z
9a711fb7-2111-4e68-ac27-05e34cf3a352,c7b14077-ed56-4ad4-9828-efa1d288206c,bank_row,synth-b-060,2026-02-26T13:04:10Z
688b5ae8-6125-4788-a876-ffdd765c816c,c7b14077-ed56-4ad4-9828-efa1d288206c,voucher,bank_row:synth-b-060:journal:1,2026-02-26T13:04:10Z
cf567ceb-b439-4ac9-9968-692c9f4a0971,cfd1b2d7-6f75-4e2b-9850-6080ef667ecf,bank_row,synth-b-061,2026-02-26T13:04:10Z
5b28b803-144a-4ab7-a289-b4ec0b8e9f82,cfd1b2d7-6f75-4e2b-9850-6080ef667ecf,voucher,bank_row:synth-b-061:journal:1,2026-02-26T13:04:10Z
c99987b8-de35-4f5e-ac1e-10c073e24bd1,efda6078-f751-4b15-a691-78fe1249ed18,bank_row,synth-b-062,2026-02-26T13:04:10Z
6262f3f4-1987-42f8-8372-a8fa1ee7323e,efda6078-f751-4b15-a691-78fe1249ed18,voucher,bank_row:synth-b-062:journal:1,2026-02-26T13:04:10Z
5e4573a2-d8f9-4bda-8a13-097fc64dd3e0,032db382-8cfc-4eb4-8da4-2a1fd6d5895e,bank_row,synth-b-063,2026-02-26T13:04:10Z
7402d7d1-3ab9-467e-b3f6-6bc164f3b1da,032db382-8cfc-4eb4-8da4-2a1fd6d5895e,voucher,bank_row:synth-b-063:journal:1,2026-02-26T13:04:10Z
42dbfc3f-8edc-469f-bac6-dbf3ceb2c4dc,c88d813f-8d27-4450-b9f0-875112685200,voucher,opening:2024-01-01:synthetic:1,2026-02-26T13:04:10Z
05a4f123-a0a7-4146-b51f-57b2e4fd3106,d7024437-6c15-4a34-8125-6041a1d7d36b,voucher,suspense:reclass:2024-11-15:1,2026-02-26T13:04:10Z
4aeca25b-e96b-4456-9e6a-60124870f89c,90bd9520-7f50-42fb-b018-15bc4e3a0978,voucher,adjustment:2024-12-30:1,2026-02-26T13:04:10Z
ccacfbab-00f3-48de-8444-d8bf66d5576e,e2dc4112-6210-48c8-91d5-32950a2ee7df,bank_row,synth-b-031,2026-02-26T13:04:10Z
8a2a92dd-ccca-4574-b2da-ae930ef7d245,e2dc4112-6210-48c8-91d5-32950a2ee7df,voucher,bank_row:synth-b-031:journal:1,2026-02-26T13:04:10Z
860e6dc1-7123-4101-8d68-afb21d5f9063,92eace6f-5742-40eb-b7d4-df6a45bf5255,bank_row,synth-b-030,2026-02-26T13:04:10Z
e27d6221-2c5a-4b39-b9f7-d27a05a55549,92eace6f-5742-40eb-b7d4-df6a45bf5255,voucher,asset:a1001:depr:2024-12,2026-02-26T13:04:10Z
02d7aac5-ac18-438e-813f-d7b9a493ed1e,92eace6f-5742-40eb-b7d4-df6a45bf5255,voucher,asset:a1001:dispose:2024-12-18,2026-02-26T13:04:10Z
c39cddbd-7c13-4e28-ac9a-9817724555c1,54d8f268-756a-4334-b43b-be9afcc49a4e,voucher,close-lock:2024-12-31,2026-02-26T13:04:10Z
7afb0f4b-de28-4cd9-b55a-cd23e6cd5445,02bc40e6-9098-4b4c-af4c-c30df8760dbf,voucher,vat:application:2024-01,2026-02-26T13:04:10Z
78c3a123-d2ce-44c0-8bec-10af34b7abb3,b1834208-c782-4507-8f04-462a29a746c4,voucher,vat:application:2024-02,2026-02-26T13:04:10Z
d0fbde30-59a5-42a1-b72c-07b5ac0155cd,3ac0cdbd-f7ec-48cd-9038-a55d76121e7b,voucher,vat:application:2024-03,2026-02-26T13:04:10Z
ea243939-18e9-4efe-b71f-e7f4f8e875f5,e4f7c072-258b-42f9-9617-ba6db7a67ac3,voucher,vat:application:2024-04,2026-02-26T13:04:10Z
682177e7-2f57-4a26-b978-9911da19f5de,6a97563a-1c20-4702-8c8e-a441ecaf78e7,voucher,vat:application:2024-05,2026-02-26T13:04:10Z
2da77192-77d2-475c-a59c-706b65fffcae,9eeb4c85-0c96-4fa9-9a2e-156be64283ab,voucher,vat:application:2024-06,2026-02-26T13:04:10Z
e117114d-dbc9-4cf1-8912-7ab2f1f06a18,b37a80c3-a04c-4e86-8da3-7ac5e44a6fb9,voucher,vat:application:2024-07,2026-02-26T13:04:10Z
e9639db2-60b1-49a1-a88a-9a2f9d85c323,62ebd4ed-0eba-4cc3-a2aa-0e0f0e18e2a4,voucher,vat:application:2024-08,2026-02-26T13:04:10Z
79831dfa-490a-4243-8e70-93d26f357026,17d78b19-718a-4b1f-9e29-725d52f09b54,voucher,vat:application:2024-09,2026-02-26T13:04:10Z
beab7a29-fcd6-4141-9aac-f99aa8974fce,6e905017-14d1-40b2-b841-f982e2666384,voucher,vat:application:2024-10,2026-02-26T13:04:10Z
99195c28-48db-4a9a-a942-5a0efa1576b0,03ca7abb-e686-4cae-a8ad-8e6aca9dd28a,voucher,vat:application:2024-11,2026-02-26T13:04:10Z
92e249df-1c13-4a30-90aa-f3466d97cef4,b0fc7c52-5b7e-44d9-945a-2b7a351a7774,voucher,vat:application:2024-12,2026-02-26T13:04:10Z
9692b910-0461-4b87-a10e-2c25bc3e8cf0,030a9454-63e2-443e-a5a4-5bf1b6c6681c,voucher,vat:annual-review:2024,2026-02-26T13:04:10Z
