link_id,attachment_id,kind,resource_id,linked_at,_pad
5cf02bb7-de69-47b0-aaae-2a31754ed33e,23b07d09-8fc2-4fe1-82fd-142db9af93c9,bank_row,synth-b-003,2026-03-14T18:45:13Z,
fd7c8ae8-3d7e-4e04-bdd7-c11bc8b5653c,23b07d09-8fc2-4fe1-82fd-142db9af93c9,voucher,bank_row:synth-b-003:journal:1,2026-03-14T18:45:13Z,
fefa7722-f523-46f3-9c21-ccc61f637a27,f4897352-783d-4fab-85a1-34bccea3cc2c,bank_row,synth-b-004,2026-03-14T18:45:13Z,
13062b1d-c817-412c-8f10-778facea2728,f4897352-783d-4fab-85a1-34bccea3cc2c,voucher,bank_row:synth-b-004:journal:1,2026-03-14T18:45:13Z,
c9de2d51-a2e0-4146-ad2d-d0542d0a62b1,6a1058e6-ec97-4e0b-98fd-9bf5c640a845,bank_row,synth-b-005,2026-03-14T18:45:13Z,
7241f40e-3123-44e7-bddd-537d1a03318b,6a1058e6-ec97-4e0b-98fd-9bf5c640a845,voucher,bank_row:synth-b-005:journal:1,2026-03-14T18:45:13Z,
2b85ebc1-4ab9-4fa9-bdd4-b7d26c3f228e,f3b9cff9-8c69-4293-84bb-7cdf6f443cf4,bank_row,synth-b-006,2026-03-14T18:45:13Z,
1af42d5e-9857-4e8a-baae-0f80b60d18bc,f3b9cff9-8c69-4293-84bb-7cdf6f443cf4,voucher,bank_row:synth-b-006:journal:1,2026-03-14T18:45:13Z,
9e75fe42-68b3-48c2-9566-f56078f364eb,c03fca02-f07c-4e26-8dd4-d26a9e247709,bank_row,synth-b-007,2026-03-14T18:45:13Z,
0ad663d5-8536-4f9d-ac94-8147657c8b64,c03fca02-f07c-4e26-8dd4-d26a9e247709,voucher,bank_row:synth-b-007:journal:1,2026-03-14T18:45:13Z,
098e289a-341f-4771-8795-4580d352cb68,8e3c9363-70ea-4d14-87a6-a62ca33d5ba2,bank_row,synth-b-008,2026-03-14T18:45:14Z,
21386cc9-4acc-422c-92c2-86f323804922,8e3c9363-70ea-4d14-87a6-a62ca33d5ba2,voucher,bank_row:synth-b-008:journal:1,2026-03-14T18:45:14Z,
66f826c3-3286-4566-a8da-34f3076e3d55,8bbd3de3-a16b-48ad-92bc-9002a9f59985,bank_row,synth-b-009,2026-03-14T18:45:14Z,
b43ff023-bf71-4bf0-9ccd-73e2bab9cc25,8bbd3de3-a16b-48ad-92bc-9002a9f59985,voucher,bank_row:synth-b-009:journal:1,2026-03-14T18:45:14Z,
41e8ac7d-1f06-4cfe-9917-7a3bbb01a99c,22fcc03b-79ec-4aa6-928b-1ff606b1c149,bank_row,synth-b-010,2026-03-14T18:45:14Z,
6bf5701c-1b68-4f1f-94b8-886eaf099121,22fcc03b-79ec-4aa6-928b-1ff606b1c149,voucher,bank_row:synth-b-010:journal:1,2026-03-14T18:45:14Z,
b0d31a7f-d604-4222-9bb5-48126c5d8615,c9c14e10-d31d-4d7e-910c-d6d8f8c177d8,bank_row,synth-b-011,2026-03-14T18:45:14Z,
0f28d908-edf1-4127-af7e-78cbf2f16a64,c9c14e10-d31d-4d7e-910c-d6d8f8c177d8,voucher,bank_row:synth-b-011:journal:1,2026-03-14T18:45:14Z,
f601d259-9092-40d6-9098-f3f8631fbc46,00da2f3e-eb66-44b7-8502-bdc25ae347a6,bank_row,synth-b-012,2026-03-14T18:45:14Z,
12a9f305-5ee5-40ff-bf00-8817d6101195,00da2f3e-eb66-44b7-8502-bdc25ae347a6,voucher,bank_row:synth-b-012:journal:1,2026-03-14T18:45:14Z,
5ba961de-0f43-4cdd-9e24-0a67d5d6473c,ae8d61bc-347b-4d95-90fa-b6c9efe39f2b,bank_row,synth-b-013,2026-03-14T18:45:14Z,
68e9c7bc-a62e-4b56-8bf5-4ffab48015cf,ae8d61bc-347b-4d95-90fa-b6c9efe39f2b,voucher,bank_row:synth-b-013:journal:1,2026-03-14T18:45:14Z,
83803950-39a3-4500-8f74-1f68d4bf29d3,a95bcce4-8bd8-4017-95e1-3013fe848b64,bank_row,synth-b-014,2026-03-14T18:45:14Z,
a2144311-68ab-410c-a08a-1cf1f56fa440,a95bcce4-8bd8-4017-95e1-3013fe848b64,voucher,bank_row:synth-b-014:journal:1,2026-03-14T18:45:14Z,
9696b115-4706-4156-96b8-c394b0b60aa5,e7f3e1a9-0e5c-42e5-82e8-cfa8f63b2b9f,bank_row,synth-b-015,2026-03-14T18:45:14Z,
95a557ca-2185-4a3d-902a-2082f8b9799a,e7f3e1a9-0e5c-42e5-82e8-cfa8f63b2b9f,voucher,bank_row:synth-b-015:journal:1,2026-03-14T18:45:14Z,
725103d9-a935-493f-9d0f-3da5d41696e5,e78dfec2-957f-47a0-ac24-6f12abdf8d43,bank_row,synth-b-016,2026-03-14T18:45:14Z,
d7c0eb24-9412-401c-8f64-e7128a3d49f4,e78dfec2-957f-47a0-ac24-6f12abdf8d43,voucher,bank_row:synth-b-016:journal:1,2026-03-14T18:45:14Z,
fba2e119-b1c0-4f2b-b006-06f0ad17d1a9,a1eee658-4a81-4e35-85ba-ded1ec1fffeb,bank_row,synth-b-017,2026-03-14T18:45:14Z,
03054c9b-f6f7-4b93-bb7b-a27a86a7c1ab,a1eee658-4a81-4e35-85ba-ded1ec1fffeb,voucher,bank_row:synth-b-017:journal:1,2026-03-14T18:45:14Z,
ed424a8e-b192-4a2a-9499-7d3f004f3731,6738a5da-eb08-42f6-9dc4-00bddd0ef0cf,bank_row,synth-b-018,2026-03-14T18:45:14Z,
b9d51cdb-f21a-4426-b184-89a26a00374e,6738a5da-eb08-42f6-9dc4-00bddd0ef0cf,voucher,bank_row:synth-b-018:journal:1,2026-03-14T18:45:14Z,
9dcf88df-aef6-4dac-a0af-b5eefd8b8b8d,4738d9f3-e9cc-406b-a1b7-9ea45717a1bc,bank_row,synth-b-019,2026-03-14T18:45:14Z,
3c62ada4-9a58-4d5c-8dfb-e9879555e421,4738d9f3-e9cc-406b-a1b7-9ea45717a1bc,voucher,bank_row:synth-b-019:journal:1,2026-03-14T18:45:14Z,
b000a4b3-fe58-4d52-834f-712ddd78ad6f,b68b6c33-6399-4d42-9878-385cd79b3033,bank_row,synth-b-020,2026-03-14T18:45:14Z,
3d2761e6-eef3-41cd-811c-32e5226388de,b68b6c33-6399-4d42-9878-385cd79b3033,voucher,bank_row:synth-b-020:journal:1,2026-03-14T18:45:14Z,
933ecc37-8251-4a3d-abf6-8b96910c64c2,128754bf-83e5-4de2-a3d3-1ddb5d22ead4,bank_row,synth-b-021,2026-03-14T18:45:14Z,
68dd2289-ab54-4421-a26f-5a1349326aa7,128754bf-83e5-4de2-a3d3-1ddb5d22ead4,voucher,bank_row:synth-b-021:journal:1,2026-03-14T18:45:14Z,
528459e3-7d57-45e6-8ae9-a693b60e8bce,a27520ef-ca78-49ed-8780-36cf18de60a3,bank_row,synth-b-022,2026-03-14T18:45:14Z,
9de25061-9452-4d2b-94ad-1301ba94c988,a27520ef-ca78-49ed-8780-36cf18de60a3,voucher,bank_row:synth-b-022:journal:1,2026-03-14T18:45:14Z,
6a84af66-3ff3-4117-a27b-86423eb9962f,9b246827-4b79-4faf-9a21-5891f5f4a38c,bank_row,synth-b-023,2026-03-14T18:45:14Z,
ca1fefb0-d463-45df-9f84-379551126acf,9b246827-4b79-4faf-9a21-5891f5f4a38c,voucher,bank_row:synth-b-023:journal:1,2026-03-14T18:45:14Z,
1a7396cf-702a-4f31-8ed4-519bde68a8d0,eaafdf49-efde-4aea-8fe5-9f98cd5e4b8c,bank_row,synth-b-024,2026-03-14T18:45:14Z,
186e4ec3-337c-4c54-afe2-de76e02ccfa6,eaafdf49-efde-4aea-8fe5-9f98cd5e4b8c,voucher,bank_row:synth-b-024:journal:1,2026-03-14T18:45:14Z,
1ec8b7c6-7162-4320-ac70-f53c28d14302,07e06798-c46d-4485-8052-c493dfd07449,bank_row,synth-b-025,2026-03-14T18:45:14Z,
cd939a1b-c63a-4e12-ba72-613b18ba068d,07e06798-c46d-4485-8052-c493dfd07449,voucher,bank_row:synth-b-025:journal:1,2026-03-14T18:45:14Z,
28af4260-a02b-4ae6-9929-d53fcb584a62,d5e172a0-9041-4d20-b5ce-15fca407f7a6,bank_row,synth-b-026,2026-03-14T18:45:14Z,
97c3e468-ffc2-4d7e-a956-92935c7c77f1,d5e172a0-9041-4d20-b5ce-15fca407f7a6,voucher,bank_row:synth-b-026:journal:1,2026-03-14T18:45:14Z,
615e757c-0b69-4a11-996a-921b8b314e3d,f741db23-3285-47c8-884e-6e4414c44733,bank_row,synth-b-027,2026-03-14T18:45:14Z,
faa42b92-87ae-4d77-94cb-2a98794f94f0,f741db23-3285-47c8-884e-6e4414c44733,voucher,bank_row:synth-b-027:journal:1,2026-03-14T18:45:14Z,
91467438-7074-45a5-9052-fd7865728b06,219ca407-650b-4da7-8ece-f626000892be,bank_row,synth-b-028,2026-03-14T18:45:14Z,
78507548-d212-444f-a73f-e7ef762f7212,219ca407-650b-4da7-8ece-f626000892be,voucher,bank_row:synth-b-028:journal:1,2026-03-14T18:45:14Z,
dca6ed24-3575-4458-bf07-d8ab828b5c48,37babb9b-2312-4d4c-8e3c-81f3f3ca49a4,bank_row,synth-b-029,2026-03-14T18:45:14Z,
cc865658-8f30-4275-aaa9-2f11d49959cb,37babb9b-2312-4d4c-8e3c-81f3f3ca49a4,voucher,bank_row:synth-b-029:journal:1,2026-03-14T18:45:14Z,
23974386-0603-4218-a13a-4cb85bc377f7,432e2273-559b-491c-8e01-18970494d508,bank_row,synth-b-030,2026-03-14T18:45:14Z,
d20e5516-008b-4592-bc86-299f2fbd2175,432e2273-559b-491c-8e01-18970494d508,voucher,bank_row:synth-b-030:journal:1,2026-03-14T18:45:14Z,
47fcbcc0-c227-4d18-94c3-f97f47c6e575,940f8142-31e1-4301-a472-eda7b547bcb7,bank_row,synth-b-031,2026-03-14T18:45:14Z,
2acbb6d9-763e-49e1-a4f0-2561a9b554b3,940f8142-31e1-4301-a472-eda7b547bcb7,voucher,bank_row:synth-b-031:journal:1,2026-03-14T18:45:14Z,
cca63e20-6f60-4dd4-9291-df0dae6deadb,386fee87-094c-4000-8a3a-a048887b1b7e,bank_row,synth-b-040,2026-03-14T18:45:14Z,
28f933a9-7873-43c6-9587-31a044778b7a,386fee87-094c-4000-8a3a-a048887b1b7e,voucher,bank_row:synth-b-040:journal:1,2026-03-14T18:45:14Z,
8d423b00-9f9c-45e2-a380-9f2d6b7fde46,b6c7dba8-7476-4f7e-a8c0-4fc528639267,bank_row,synth-b-041,2026-03-14T18:45:14Z,
29c55d5f-799a-4c52-ac51-2173a729176c,b6c7dba8-7476-4f7e-a8c0-4fc528639267,voucher,bank_row:synth-b-041:journal:1,2026-03-14T18:45:14Z,
a0306b42-9e2c-4da5-8a76-42705322e915,69faef47-2efe-456d-a68a-70f6944b2845,bank_row,synth-b-042,2026-03-14T18:45:14Z,
a535cc14-ec0b-42d2-8ebb-aeb739eff762,69faef47-2efe-456d-a68a-70f6944b2845,voucher,bank_row:synth-b-042:journal:1,2026-03-14T18:45:14Z,
371d3c3c-1516-4f84-9415-83ccd512119f,7da932a9-c167-4a17-92ce-46fe3f7ce530,bank_row,synth-b-043,2026-03-14T18:45:14Z,
927247e4-55fc-498f-b2a5-e35b6ad529a1,7da932a9-c167-4a17-92ce-46fe3f7ce530,voucher,bank_row:synth-b-043:journal:1,2026-03-14T18:45:14Z,
729b1cfd-ad09-4b21-b495-4f2fe452076b,2919dbb4-8c3c-40d0-86a0-9304d8cbf0cf,bank_row,synth-b-044,2026-03-14T18:45:14Z,
d375d168-0000-4367-9efe-b8847130ff63,2919dbb4-8c3c-40d0-86a0-9304d8cbf0cf,voucher,bank_row:synth-b-044:journal:1,2026-03-14T18:45:14Z,
67894030-bbac-4ca3-a05e-280ba66308fb,0a683fb2-74b2-49e3-8e38-a7cc1a697828,bank_row,synth-b-045,2026-03-14T18:45:15Z,
ca71bf19-330d-4f40-82e8-433fb6f56d2a,0a683fb2-74b2-49e3-8e38-a7cc1a697828,voucher,bank_row:synth-b-045:journal:1,2026-03-14T18:45:15Z,
8e0b6c3e-a6ad-4917-9dce-71426c6c953d,cf730486-b10a-4045-b3bb-f9854f595876,bank_row,synth-b-046,2026-03-14T18:45:15Z,
6f628ecb-ce03-4d1d-bde3-238d6e3dde5d,cf730486-b10a-4045-b3bb-f9854f595876,voucher,bank_row:synth-b-046:journal:1,2026-03-14T18:45:15Z,
5169cd37-bb45-43e6-a8e7-1e0c8997fe1f,c8345b2d-6230-4589-bf2a-7d4915f98bc9,bank_row,synth-b-047,2026-03-14T18:45:15Z,
8e2cd857-79d7-48f8-9417-3b5e65d3f7b8,c8345b2d-6230-4589-bf2a-7d4915f98bc9,voucher,bank_row:synth-b-047:journal:1,2026-03-14T18:45:15Z,
8f939930-98ad-475a-99fd-8a599c78666e,389e4546-a67b-40fb-8596-a9db32ea2764,bank_row,synth-b-048,2026-03-14T18:45:15Z,
0cc93999-e35f-4f2b-a84e-b199e67af80d,389e4546-a67b-40fb-8596-a9db32ea2764,voucher,bank_row:synth-b-048:journal:1,2026-03-14T18:45:15Z,
3ddb351d-9a70-4c3a-af87-f1fcc345d334,88f7ca63-599f-4ef2-8f17-2f02b53b5cf8,bank_row,synth-b-049,2026-03-14T18:45:15Z,
2e9d6cd7-f5d4-471b-a4d5-078ade2b1e97,88f7ca63-599f-4ef2-8f17-2f02b53b5cf8,voucher,bank_row:synth-b-049:journal:1,2026-03-14T18:45:15Z,
6dccbebc-7868-402f-ae60-901fdf5f7af5,20d07cc4-cff7-49a1-ac2d-d816a25b491f,bank_row,synth-b-050,2026-03-14T18:45:15Z,
bab43909-d46b-42fb-a060-a404e712d225,20d07cc4-cff7-49a1-ac2d-d816a25b491f,voucher,bank_row:synth-b-050:journal:1,2026-03-14T18:45:15Z,
92baf793-9a25-4e49-aaeb-1c87535f75d3,20585563-b742-4856-b223-e39d037dba8d,bank_row,synth-b-051,2026-03-14T18:45:15Z,
f6d5b196-055e-4ddf-9984-f9a358088850,20585563-b742-4856-b223-e39d037dba8d,voucher,bank_row:synth-b-051:journal:1,2026-03-14T18:45:15Z,
51388538-c521-4729-84ce-7245c2b2e3e6,b0773837-1c61-4ea5-9ebd-56cd1c84aa46,bank_row,synth-b-052,2026-03-14T18:45:15Z,
1781db70-e2fb-456f-aff1-3900c4102dfd,b0773837-1c61-4ea5-9ebd-56cd1c84aa46,voucher,bank_row:synth-b-052:journal:1,2026-03-14T18:45:15Z,
eb02418d-4f69-4b0e-b106-1748f1858454,fb614b22-ec9e-4ffe-bd47-3693ddad42e5,bank_row,synth-b-053,2026-03-14T18:45:15Z,
555e174f-95b4-4c87-8b8d-857de9d295c7,fb614b22-ec9e-4ffe-bd47-3693ddad42e5,voucher,bank_row:synth-b-053:journal:1,2026-03-14T18:45:15Z,
b2964cb7-f919-413d-b3b4-d4f931e49e50,d81c3f90-b5fd-49ad-9c1e-9dc5a51d4829,bank_row,synth-b-054,2026-03-14T18:45:15Z,
99288da6-dddd-49a1-9280-7cf17bef6caa,d81c3f90-b5fd-49ad-9c1e-9dc5a51d4829,voucher,bank_row:synth-b-054:journal:1,2026-03-14T18:45:15Z,
05d5ea3d-f0c3-433e-a06c-4e7ba0a763cf,85ccf33a-2774-42c1-bdf3-ff9459728b73,bank_row,synth-b-055,2026-03-14T18:45:15Z,
81f50a5a-dbc9-4896-81cb-5ad6f2b305f3,85ccf33a-2774-42c1-bdf3-ff9459728b73,voucher,bank_row:synth-b-055:journal:1,2026-03-14T18:45:15Z,
1c18842c-0686-4f08-a361-cd04c7e7a44a,5ffcc8a5-dabc-4baf-8a5e-ca17c5042e4f,bank_row,synth-b-056,2026-03-14T18:45:15Z,
a8a259da-0c17-4514-84ac-475a00a686ee,5ffcc8a5-dabc-4baf-8a5e-ca17c5042e4f,voucher,bank_row:synth-b-056:journal:1,2026-03-14T18:45:15Z,
8d9ca48d-749b-4233-a292-5c2fb0a9dfd9,004ea47c-aa06-42fb-a91f-edc5737e54de,bank_row,synth-b-057,2026-03-14T18:45:15Z,
066c4be4-b85b-4b24-bbfc-931d096e9f17,004ea47c-aa06-42fb-a91f-edc5737e54de,voucher,bank_row:synth-b-057:journal:1,2026-03-14T18:45:15Z,
bae7c2bf-129e-4b17-b6c4-6b9da66e9550,e4aef37a-2076-45de-b5cc-c92043e8a2dc,bank_row,synth-b-058,2026-03-14T18:45:15Z,
1b7f91ee-57b7-49fe-8bd1-143fcccad098,e4aef37a-2076-45de-b5cc-c92043e8a2dc,voucher,bank_row:synth-b-058:journal:1,2026-03-14T18:45:15Z,
f2be57ad-ceca-4498-9619-9dfcd01bd017,34c7086f-0157-4780-9817-9297d0bff23e,bank_row,synth-b-059,2026-03-14T18:45:15Z,
5a1a5d8e-c6a4-488d-9b92-532c4beeff19,34c7086f-0157-4780-9817-9297d0bff23e,voucher,bank_row:synth-b-059:journal:1,2026-03-14T18:45:15Z,
0835ed8d-1d1c-4c57-8f37-433cd3085549,823b8f9f-bd0a-49bd-a131-ef02c27f9e18,bank_row,synth-b-060,2026-03-14T18:45:15Z,
c14c6ff7-e2f8-4713-8386-3a4839868a74,823b8f9f-bd0a-49bd-a131-ef02c27f9e18,voucher,bank_row:synth-b-060:journal:1,2026-03-14T18:45:15Z,
10282d11-dc50-4c30-a1da-e58dbd983c0d,5bbea044-2cd2-4f49-936d-b4e3badeeed4,bank_row,synth-b-061,2026-03-14T18:45:15Z,
0caeafcb-f6bd-4642-8244-c6842be7660f,5bbea044-2cd2-4f49-936d-b4e3badeeed4,voucher,bank_row:synth-b-061:journal:1,2026-03-14T18:45:15Z,
a8d71d50-4226-450e-a472-3a488ae4e0ac,bb3cf8a7-eba6-4974-aade-ba784836fc45,bank_row,synth-b-062,2026-03-14T18:45:15Z,
dcd7f1d7-98be-4d41-8c62-d58916c06c60,bb3cf8a7-eba6-4974-aade-ba784836fc45,voucher,bank_row:synth-b-062:journal:1,2026-03-14T18:45:15Z,
0048be3c-678d-4abd-95bc-09518bb02cdf,7640b0f5-6beb-4305-9bf0-7c505b37d8fc,bank_row,synth-b-063,2026-03-14T18:45:15Z,
000bd33e-80dd-4c3b-bb37-1be3b9388aaa,7640b0f5-6beb-4305-9bf0-7c505b37d8fc,voucher,bank_row:synth-b-063:journal:1,2026-03-14T18:45:15Z,
5d24608d-859a-42c9-a915-088dbfc62663,f48daa68-dbf2-410e-b2a6-e86370774427,voucher,opening:2024-01-01:synthetic:1,2026-03-14T18:45:15Z,
5eb90a83-13e1-474b-9f4d-2083675e2936,f4e4a69c-d35c-4dd1-9df4-eb03ca50a9bb,voucher,suspense:reclass:2024-11-15:1,2026-03-14T18:45:15Z,
63e96847-6155-4a2d-b846-d5cb773883c5,6721f773-3bc3-4c64-a7e7-1101addfd115,voucher,adjustment:2024-12-30:1,2026-03-14T18:45:15Z,
faad439c-af78-4c16-80cc-87eb4d3aa2bf,ef69ba82-916f-439d-9657-760902f6916b,bank_row,synth-b-031,2026-03-14T18:45:15Z,
3da1ca23-d510-47b9-a282-652b0c7899f1,ef69ba82-916f-439d-9657-760902f6916b,voucher,bank_row:synth-b-031:journal:1,2026-03-14T18:45:15Z,
fc592a86-39a0-4da8-add6-2b52c24ceb45,dc8bd764-63a3-4a8c-aad8-c147688895b4,bank_row,synth-b-030,2026-03-14T18:45:15Z,
bc8893c7-867b-429b-a286-87ef7d3d2f2c,dc8bd764-63a3-4a8c-aad8-c147688895b4,voucher,asset:a1001:depr:2024-12,2026-03-14T18:45:15Z,
abe4f28d-9417-41fc-a0c5-9271ac047bc3,dc8bd764-63a3-4a8c-aad8-c147688895b4,voucher,asset:a1001:dispose:2024-12-18,2026-03-14T18:45:15Z,
2264ad76-691c-4155-a329-131da935496d,6f00d7dd-486b-46b3-8a61-740691e481fc,voucher,close-lock:2024-12-31,2026-03-14T18:45:15Z,
0d2900e7-6139-4d8a-999e-bf674bd3f92f,fd3b3032-94c5-4d61-ab23-a0f3c92a10b5,voucher,vat:application:2024-01,2026-03-14T18:45:15Z,
28143835-4ebe-4b87-896d-33681186d63a,6ae40e65-3acc-4ee7-b26a-fcb328780af2,voucher,vat:application:2024-02,2026-03-14T18:45:15Z,
750eb0e5-1de3-412a-84ff-82ba1021eedf,2eeb81bf-2c34-4552-9378-4919fd128b72,voucher,vat:application:2024-03,2026-03-14T18:45:15Z,
294d47fc-5a74-4be9-abcb-7d45039d7b73,0b36ee11-cc6b-46cf-be04-e404d141be3f,voucher,vat:application:2024-04,2026-03-14T18:45:15Z,
7f522f4b-556c-44e8-9573-599a3e1b3f71,df229d28-e739-4b6b-94e4-ddf58a4b9715,voucher,vat:application:2024-05,2026-03-14T18:45:15Z,
58245009-5805-4e4c-847f-046ab9070eae,220aa678-0076-4605-b8e7-3b38d3242256,voucher,vat:application:2024-06,2026-03-14T18:45:15Z,
3a6f888f-815f-448a-ba7a-a96669d18739,dc7ac776-cae6-4a86-9075-d5c241543f02,voucher,vat:application:2024-07,2026-03-14T18:45:15Z,
0011c189-e1f6-4c8b-b9bc-17b727520bd2,8d664d8b-68cb-4856-958b-9875aa40490e,voucher,vat:application:2024-08,2026-03-14T18:45:15Z,
6d6bfc0f-2181-4d31-84f7-e3e36c0b76e8,63b86cc4-823d-47fe-8d18-b8341ec972c9,voucher,vat:application:2024-09,2026-03-14T18:45:15Z,
3238ef41-1d94-428d-a455-cf003c661985,8d2f58ba-ae6f-426d-bf1a-ba7f87d8c0ae,voucher,vat:application:2024-10,2026-03-14T18:45:15Z,
e9b73066-7f24-43ba-bb24-f6a08991b28e,3383c1d9-a02a-4a1b-8f3a-5227223ce50b,voucher,vat:application:2024-11,2026-03-14T18:45:15Z,
6df3e80a-ab25-4609-9cb4-0d090ae4df93,057d17f5-9833-4bc9-8337-bd96f38ad797,voucher,vat:application:2024-12,2026-03-14T18:45:15Z,
a8592530-0d32-4cc4-a23e-b51687177335,1bb7b4cf-9b2f-42a8-a9bd-a03210b52017,voucher,vat:annual-review:2024,2026-03-14T18:45:15Z,
