entry_id,transaction_id,posting_date,account_id,debit,credit,currency,voucher_id,source_system,source_id,dimensions,entry_sequence,description
58bcd72c-4ed8-4b03-9a71-82e9915fb06f-e1,58bcd72c-4ed8-4b03-9a71-82e9915fb06f,2024-02-27,1998,180.00,0.00,EUR,bank_row:synth-b-042:journal:1,default,bank_row:synth-b-042:journal:1,,1,Synthetic monthly internal transfer out to Holvi
58bcd72c-4ed8-4b03-9a71-82e9915fb06f-e2,58bcd72c-4ed8-4b03-9a71-82e9915fb06f,2024-02-27,1910,0.00,180.00,EUR,bank_row:synth-b-042:journal:1,default,bank_row:synth-b-042:journal:1,,2,Synthetic monthly internal transfer out to Holvi
dfffd0c0-373c-4764-a609-aa5b41497cf6-e1,dfffd0c0-373c-4764-a609-aa5b41497cf6,2024-02-27,1911,180.00,0.00,EUR,bank_row:synth-b-043:journal:1,default,bank_row:synth-b-043:journal:1,,1,Synthetic monthly internal transfer in from OP
dfffd0c0-373c-4764-a609-aa5b41497cf6-e2,dfffd0c0-373c-4764-a609-aa5b41497cf6,2024-02-27,1998,0.00,180.00,EUR,bank_row:synth-b-043:journal:1,default,bank_row:synth-b-043:journal:1,,2,Synthetic monthly internal transfer in from OP
e3400c87-8a46-452c-967e-7fb83d775cfe-e1,e3400c87-8a46-452c-967e-7fb83d775cfe,2024-03-12,1910,313.75,0.00,EUR,bank_row:synth-b-003:journal:1,default,bank_row:synth-b-003:journal:1,,1,Synthetic sales receipt S-9002
e3400c87-8a46-452c-967e-7fb83d775cfe-e2,e3400c87-8a46-452c-967e-7fb83d775cfe,2024-03-12,3000,0.00,250.00,EUR,bank_row:synth-b-003:journal:1,default,bank_row:synth-b-003:journal:1,,2,Synthetic sales receipt S-9002
e3400c87-8a46-452c-967e-7fb83d775cfe-e3,e3400c87-8a46-452c-967e-7fb83d775cfe,2024-03-12,2931,0.00,63.75,EUR,bank_row:synth-b-003:journal:1,default,bank_row:synth-b-003:journal:1,,3,Synthetic sales receipt S-9002
81419a98-afb3-4e49-ac44-21320dfea532-e1,81419a98-afb3-4e49-ac44-21320dfea532,2024-03-20,4000,120.00,0.00,EUR,bank_row:synth-b-004:journal:1,default,bank_row:synth-b-004:journal:1,,1,Synthetic purchase payment P-9102
81419a98-afb3-4e49-ac44-21320dfea532-e2,81419a98-afb3-4e49-ac44-21320dfea532,2024-03-20,1763,30.60,0.00,EUR,bank_row:synth-b-004:journal:1,default,bank_row:synth-b-004:journal:1,,2,Synthetic purchase payment P-9102
81419a98-afb3-4e49-ac44-21320dfea532-e3,81419a98-afb3-4e49-ac44-21320dfea532,2024-03-20,1910,0.00,150.60,EUR,bank_row:synth-b-004:journal:1,default,bank_row:synth-b-004:journal:1,,3,Synthetic purchase payment P-9102
d1e5de8a-3bb9-4b97-956c-12876a426e61-e1,d1e5de8a-3bb9-4b97-956c-12876a426e61,2024-03-28,1998,160.00,0.00,EUR,bank_row:synth-b-044:journal:1,default,bank_row:synth-b-044:journal:1,,1,Synthetic monthly internal transfer out to Holvi
d1e5de8a-3bb9-4b97-956c-12876a426e61-e2,d1e5de8a-3bb9-4b97-956c-12876a426e61,2024-03-28,1910,0.00,160.00,EUR,bank_row:synth-b-044:journal:1,default,bank_row:synth-b-044:journal:1,,2,Synthetic monthly internal transfer out to Holvi
c94d7b36-7215-4eb6-97b3-b25aed4ecc41-e1,c94d7b36-7215-4eb6-97b3-b25aed4ecc41,2024-03-28,1911,160.00,0.00,EUR,bank_row:synth-b-045:journal:1,default,bank_row:synth-b-045:journal:1,,1,Synthetic monthly internal transfer in from OP
c94d7b36-7215-4eb6-97b3-b25aed4ecc41-e2,c94d7b36-7215-4eb6-97b3-b25aed4ecc41,2024-03-28,1998,0.00,160.00,EUR,bank_row:synth-b-045:journal:1,default,bank_row:synth-b-045:journal:1,,2,Synthetic monthly internal transfer in from OP
d119abc0-33f3-4aba-9e32-e3e772049ca0-e1,d119abc0-33f3-4aba-9e32-e3e772049ca0,2024-04-18,4000,95.00,0.00,EUR,bank_row:synth-b-011:journal:1,default,bank_row:synth-b-011:journal:1,,1,Synthetic purchase payment P-9104
d119abc0-33f3-4aba-9e32-e3e772049ca0-e2,d119abc0-33f3-4aba-9e32-e3e772049ca0,2024-04-18,1763,24.23,0.00,EUR,bank_row:synth-b-011:journal:1,default,bank_row:synth-b-011:journal:1,,2,Synthetic purchase payment P-9104
d119abc0-33f3-4aba-9e32-e3e772049ca0-e3,d119abc0-33f3-4aba-9e32-e3e772049ca0,2024-04-18,1910,0.00,119.23,EUR,bank_row:synth-b-011:journal:1,default,bank_row:synth-b-011:journal:1,,3,Synthetic purchase payment P-9104
36da1778-8a8f-40bf-b696-ac9eaf493c30-e1,36da1778-8a8f-40bf-b696-ac9eaf493c30,2024-04-29,1998,170.00,0.00,EUR,bank_row:synth-b-046:journal:1,default,bank_row:synth-b-046:journal:1,,1,Synthetic monthly internal transfer out to Holvi
36da1778-8a8f-40bf-b696-ac9eaf493c30-e2,36da1778-8a8f-40bf-b696-ac9eaf493c30,2024-04-29,1910,0.00,170.00,EUR,bank_row:synth-b-046:journal:1,default,bank_row:synth-b-046:journal:1,,2,Synthetic monthly internal transfer out to Holvi
a4c47d5e-b6db-4c93-9dfd-03580d7f4f58-e1,a4c47d5e-b6db-4c93-9dfd-03580d7f4f58,2024-04-29,1911,170.00,0.00,EUR,bank_row:synth-b-047:journal:1,default,bank_row:synth-b-047:journal:1,,1,Synthetic monthly internal transfer in from OP
a4c47d5e-b6db-4c93-9dfd-03580d7f4f58-e2,a4c47d5e-b6db-4c93-9dfd-03580d7f4f58,2024-04-29,1998,0.00,170.00,EUR,bank_row:synth-b-047:journal:1,default,bank_row:synth-b-047:journal:1,,2,Synthetic monthly internal transfer in from OP
532d88ee-d996-4548-b04e-6193dbc19d59-e1,532d88ee-d996-4548-b04e-6193dbc19d59,2024-05-20,1910,87.85,0.00,EUR,bank_row:synth-b-012:journal:1,default,bank_row:synth-b-012:journal:1,,1,Synthetic sales receipt S-9005
532d88ee-d996-4548-b04e-6193dbc19d59-e2,532d88ee-d996-4548-b04e-6193dbc19d59,2024-05-20,3000,0.00,70.00,EUR,bank_row:synth-b-012:journal:1,default,bank_row:synth-b-012:journal:1,,2,Synthetic sales receipt S-9005
532d88ee-d996-4548-b04e-6193dbc19d59-e3,532d88ee-d996-4548-b04e-6193dbc19d59,2024-05-20,2931,0.00,17.85,EUR,bank_row:synth-b-012:journal:1,default,bank_row:synth-b-012:journal:1,,3,Synthetic sales receipt S-9005
bda20f12-7114-4193-8639-34c63abf2f89-e1,bda20f12-7114-4193-8639-34c63abf2f89,2024-05-29,1998,190.00,0.00,EUR,bank_row:synth-b-048:journal:1,default,bank_row:synth-b-048:journal:1,,1,Synthetic monthly internal transfer out to Holvi
bda20f12-7114-4193-8639-34c63abf2f89-e2,bda20f12-7114-4193-8639-34c63abf2f89,2024-05-29,1910,0.00,190.00,EUR,bank_row:synth-b-048:journal:1,default,bank_row:synth-b-048:journal:1,,2,Synthetic monthly internal transfer out to Holvi
a82f9ebe-90c5-4cb2-803b-a79cef2ea2c6-e1,a82f9ebe-90c5-4cb2-803b-a79cef2ea2c6,2024-05-29,1911,190.00,0.00,EUR,bank_row:synth-b-049:journal:1,default,bank_row:synth-b-049:journal:1,,1,Synthetic monthly internal transfer in from OP
a82f9ebe-90c5-4cb2-803b-a79cef2ea2c6-e2,a82f9ebe-90c5-4cb2-803b-a79cef2ea2c6,2024-05-29,1998,0.00,190.00,EUR,bank_row:synth-b-049:journal:1,default,bank_row:synth-b-049:journal:1,,2,Synthetic monthly internal transfer in from OP
baa075a3-0b46-4413-9dc5-85fcf9e094ca-e1,baa075a3-0b46-4413-9dc5-85fcf9e094ca,2024-06-20,4000,52.00,0.00,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,1,Synthetic purchase payment P-9105
baa075a3-0b46-4413-9dc5-85fcf9e094ca-e2,baa075a3-0b46-4413-9dc5-85fcf9e094ca,2024-06-20,1763,13.26,0.00,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,2,Synthetic purchase payment P-9105
baa075a3-0b46-4413-9dc5-85fcf9e094ca-e3,baa075a3-0b46-4413-9dc5-85fcf9e094ca,2024-06-20,1910,0.00,65.26,EUR,bank_row:synth-b-013:journal:1,default,bank_row:synth-b-013:journal:1,,3,Synthetic purchase payment P-9105
d9bf2a17-92f7-4bff-a581-2d49114e8b80-e1,d9bf2a17-92f7-4bff-a581-2d49114e8b80,2024-06-28,1160,1200.00,0.00,EUR,bank_row:synth-b-031:journal:1,default,bank_row:synth-b-031:journal:1,,1,Synthetic asset acquisition a1001
d9bf2a17-92f7-4bff-a581-2d49114e8b80-e2,d9bf2a17-92f7-4bff-a581-2d49114e8b80,2024-06-28,1910,0.00,1200.00,EUR,bank_row:synth-b-031:journal:1,default,bank_row:synth-b-031:journal:1,,2,Synthetic asset acquisition a1001
fe43b854-ff5b-4419-9d5e-2ed5beea5ad0-e1,fe43b854-ff5b-4419-9d5e-2ed5beea5ad0,2024-06-29,1998,200.00,0.00,EUR,bank_row:synth-b-050:journal:1,default,bank_row:synth-b-050:journal:1,,1,Synthetic monthly internal transfer out to Holvi
fe43b854-ff5b-4419-9d5e-2ed5beea5ad0-e2,fe43b854-ff5b-4419-9d5e-2ed5beea5ad0,2024-06-29,1910,0.00,200.00,EUR,bank_row:synth-b-050:journal:1,default,bank_row:synth-b-050:journal:1,,2,Synthetic monthly internal transfer out to Holvi
aaaafe50-8455-43ad-be60-cadca20b47d5-e1,aaaafe50-8455-43ad-be60-cadca20b47d5,2024-06-29,1911,200.00,0.00,EUR,bank_row:synth-b-051:journal:1,default,bank_row:synth-b-051:journal:1,,1,Synthetic monthly internal transfer in from OP
aaaafe50-8455-43ad-be60-cadca20b47d5-e2,aaaafe50-8455-43ad-be60-cadca20b47d5,2024-06-29,1998,0.00,200.00,EUR,bank_row:synth-b-051:journal:1,default,bank_row:synth-b-051:journal:1,,2,Synthetic monthly internal transfer in from OP
fa945bbc-ed46-4781-bf1a-c96c84728033-e1,fa945bbc-ed46-4781-bf1a-c96c84728033,2024-07-22,1910,225.90,0.00,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,1,Synthetic sales receipt S-9006
fa945bbc-ed46-4781-bf1a-c96c84728033-e2,fa945bbc-ed46-4781-bf1a-c96c84728033,2024-07-22,3000,0.00,180.00,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,2,Synthetic sales receipt S-9006
fa945bbc-ed46-4781-bf1a-c96c84728033-e3,fa945bbc-ed46-4781-bf1a-c96c84728033,2024-07-22,2931,0.00,45.90,EUR,bank_row:synth-b-014:journal:1,default,bank_row:synth-b-014:journal:1,,3,Synthetic sales receipt S-9006
b6a21e99-b226-40f5-9f67-8a7833acea24-e1,b6a21e99-b226-40f5-9f67-8a7833acea24,2024-07-29,1998,210.00,0.00,EUR,bank_row:synth-b-052:journal:1,default,bank_row:synth-b-052:journal:1,,1,Synthetic monthly internal transfer out to Holvi
b6a21e99-b226-40f5-9f67-8a7833acea24-e2,b6a21e99-b226-40f5-9f67-8a7833acea24,2024-07-29,1910,0.00,210.00,EUR,bank_row:synth-b-052:journal:1,default,bank_row:synth-b-052:journal:1,,2,Synthetic monthly internal transfer out to Holvi
5591c973-0490-45a3-a1d3-f5a25bdbc66c-e1,5591c973-0490-45a3-a1d3-f5a25bdbc66c,2024-07-29,1911,210.00,0.00,EUR,bank_row:synth-b-053:journal:1,default,bank_row:synth-b-053:journal:1,,1,Synthetic monthly internal transfer in from OP
5591c973-0490-45a3-a1d3-f5a25bdbc66c-e2,5591c973-0490-45a3-a1d3-f5a25bdbc66c,2024-07-29,1998,0.00,210.00,EUR,bank_row:synth-b-053:journal:1,default,bank_row:synth-b-053:journal:1,,2,Synthetic monthly internal transfer in from OP
a3ef723f-0d6a-460e-a8c5-9985758dbc92-e1,a3ef723f-0d6a-460e-a8c5-9985758dbc92,2024-08-19,4000,64.00,0.00,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,1,Synthetic purchase payment P-9106
a3ef723f-0d6a-460e-a8c5-9985758dbc92-e2,a3ef723f-0d6a-460e-a8c5-9985758dbc92,2024-08-19,1763,16.32,0.00,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,2,Synthetic purchase payment P-9106
a3ef723f-0d6a-460e-a8c5-9985758dbc92-e3,a3ef723f-0d6a-460e-a8c5-9985758dbc92,2024-08-19,1910,0.00,80.32,EUR,bank_row:synth-b-015:journal:1,default,bank_row:synth-b-015:journal:1,,3,Synthetic purchase payment P-9106
e19e71c7-8ed5-431a-90a0-30f6f7c66335-e1,e19e71c7-8ed5-431a-90a0-30f6f7c66335,2024-08-29,1998,220.00,0.00,EUR,bank_row:synth-b-054:journal:1,default,bank_row:synth-b-054:journal:1,,1,Synthetic monthly internal transfer out to Holvi
e19e71c7-8ed5-431a-90a0-30f6f7c66335-e2,e19e71c7-8ed5-431a-90a0-30f6f7c66335,2024-08-29,1910,0.00,220.00,EUR,bank_row:synth-b-054:journal:1,default,bank_row:synth-b-054:journal:1,,2,Synthetic monthly internal transfer out to Holvi
3f9f8248-c7c2-437a-af13-122b1ae56090-e1,3f9f8248-c7c2-437a-af13-122b1ae56090,2024-08-29,1911,220.00,0.00,EUR,bank_row:synth-b-055:journal:1,default,bank_row:synth-b-055:journal:1,,1,Synthetic monthly internal transfer in from OP
3f9f8248-c7c2-437a-af13-122b1ae56090-e2,3f9f8248-c7c2-437a-af13-122b1ae56090,2024-08-29,1998,0.00,220.00,EUR,bank_row:synth-b-055:journal:1,default,bank_row:synth-b-055:journal:1,,2,Synthetic monthly internal transfer in from OP
2bd8147a-b185-4061-a369-d891e48e6eb9-e1,2bd8147a-b185-4061-a369-d891e48e6eb9,2024-09-06,1910,50.00,0.00,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,1,Synthetic partial sales receipt S-9003 part 1
2bd8147a-b185-4061-a369-d891e48e6eb9-e2,2bd8147a-b185-4061-a369-d891e48e6eb9,2024-09-06,3000,0.00,39.84,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,2,Synthetic partial sales receipt S-9003 part 1
2bd8147a-b185-4061-a369-d891e48e6eb9-e3,2bd8147a-b185-4061-a369-d891e48e6eb9,2024-09-06,2931,0.00,10.16,EUR,bank_row:synth-b-005:journal:1,default,bank_row:synth-b-005:journal:1,,3,Synthetic partial sales receipt S-9003 part 1
50300f9d-db1f-4a58-b72d-6c27f178cc0f-e1,50300f9d-db1f-4a58-b72d-6c27f178cc0f,2024-09-11,1910,50.40,0.00,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,1,Synthetic partial sales receipt S-9003 part 2
50300f9d-db1f-4a58-b72d-6c27f178cc0f-e2,50300f9d-db1f-4a58-b72d-6c27f178cc0f,2024-09-11,3000,0.00,40.16,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,2,Synthetic partial sales receipt S-9003 part 2
50300f9d-db1f-4a58-b72d-6c27f178cc0f-e3,50300f9d-db1f-4a58-b72d-6c27f178cc0f,2024-09-11,2931,0.00,10.24,EUR,bank_row:synth-b-006:journal:1,default,bank_row:synth-b-006:journal:1,,3,Synthetic partial sales receipt S-9003 part 2
a5738796-84b7-4fb6-bd7e-ade1a98f6fed-e1,a5738796-84b7-4fb6-bd7e-ade1a98f6fed,2024-09-13,4000,23.90,0.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,1,Synthetic partial purchase payment P-9103 part 1
a5738796-84b7-4fb6-bd7e-ade1a98f6fed-e2,a5738796-84b7-4fb6-bd7e-ade1a98f6fed,2024-09-13,1763,6.10,0.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,2,Synthetic partial purchase payment P-9103 part 1
a5738796-84b7-4fb6-bd7e-ade1a98f6fed-e3,a5738796-84b7-4fb6-bd7e-ade1a98f6fed,2024-09-13,1910,0.00,30.00,EUR,bank_row:synth-b-007:journal:1,default,bank_row:synth-b-007:journal:1,,3,Synthetic partial purchase payment P-9103 part 1
559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e-e1,559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e,2024-09-17,4000,36.10,0.00,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,1,Synthetic partial purchase payment P-9103 part 2
559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e-e2,559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e,2024-09-17,1763,9.20,0.00,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,2,Synthetic partial purchase payment P-9103 part 2
559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e-e3,559d2f2b-47f6-4ac1-b458-bf44c9bd9d3e,2024-09-17,1910,0.00,45.30,EUR,bank_row:synth-b-008:journal:1,default,bank_row:synth-b-008:journal:1,,3,Synthetic partial purchase payment P-9103 part 2
757d580e-9069-4fa2-a2b5-d6d60b3a41ae-e1,757d580e-9069-4fa2-a2b5-d6d60b3a41ae,2024-09-29,1998,230.00,0.00,EUR,bank_row:synth-b-056:journal:1,default,bank_row:synth-b-056:journal:1,,1,Synthetic monthly internal transfer out to Holvi
757d580e-9069-4fa2-a2b5-d6d60b3a41ae-e2,757d580e-9069-4fa2-a2b5-d6d60b3a41ae,2024-09-29,1910,0.00,230.00,EUR,bank_row:synth-b-056:journal:1,default,bank_row:synth-b-056:journal:1,,2,Synthetic monthly internal transfer out to Holvi
cd98019e-cfc1-4a9e-8bcc-55a87d5ecc6b-e1,cd98019e-cfc1-4a9e-8bcc-55a87d5ecc6b,2024-09-29,1911,230.00,0.00,EUR,bank_row:synth-b-057:journal:1,default,bank_row:synth-b-057:journal:1,,1,Synthetic monthly internal transfer in from OP
cd98019e-cfc1-4a9e-8bcc-55a87d5ecc6b-e2,cd98019e-cfc1-4a9e-8bcc-55a87d5ecc6b,2024-09-29,1998,0.00,230.00,EUR,bank_row:synth-b-057:journal:1,default,bank_row:synth-b-057:journal:1,,2,Synthetic monthly internal transfer in from OP
1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f-e1,1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f,2024-10-16,1910,263.55,0.00,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,1,Synthetic sales receipt S-9007
1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f-e2,1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f,2024-10-16,3000,0.00,210.00,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,2,Synthetic sales receipt S-9007
1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f-e3,1d2a410b-6cbb-4a2f-a98f-f6ef61cf4a4f,2024-10-16,2931,0.00,53.55,EUR,bank_row:synth-b-016:journal:1,default,bank_row:synth-b-016:journal:1,,3,Synthetic sales receipt S-9007
32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3-e1,32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3,2024-10-18,1910,62.75,0.00,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,1,Synthetic sales receipt S-9008 (reference variant)
32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3-e2,32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3,2024-10-18,3000,0.00,50.00,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,2,Synthetic sales receipt S-9008 (reference variant)
32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3-e3,32cfd42b-c56c-4b6f-b47c-2084c5d5f3e3,2024-10-18,2931,0.00,12.75,EUR,bank_row:synth-b-018:journal:1,default,bank_row:synth-b-018:journal:1,,3,Synthetic sales receipt S-9008 (reference variant)
263e7789-07cc-47ba-82ea-e44356d0c541-e1,263e7789-07cc-47ba-82ea-e44356d0c541,2024-10-24,1910,243.50,0.00,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,1,Synthetic settlement payout receipt
263e7789-07cc-47ba-82ea-e44356d0c541-e2,263e7789-07cc-47ba-82ea-e44356d0c541,2024-10-24,3000,0.00,194.02,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,2,Synthetic settlement payout receipt
263e7789-07cc-47ba-82ea-e44356d0c541-e3,263e7789-07cc-47ba-82ea-e44356d0c541,2024-10-24,2931,0.00,49.48,EUR,bank_row:synth-b-019:journal:1,default,bank_row:synth-b-019:journal:1,,3,Synthetic settlement payout receipt
140d63bd-ea1b-4a8b-a9b3-94a57eed718e-e1,140d63bd-ea1b-4a8b-a9b3-94a57eed718e,2024-10-24,4000,7.50,0.00,EUR,bank_row:synth-b-020:journal:1,default,bank_row:synth-b-020:journal:1,,1,Synthetic settlement fee payment
140d63bd-ea1b-4a8b-a9b3-94a57eed718e-e2,140d63bd-ea1b-4a8b-a9b3-94a57eed718e,2024-10-24,1910,0.00,7.50,EUR,bank_row:synth-b-020:journal:1,default,bank_row:synth-b-020:journal:1,,2,Synthetic settlement fee payment
e851ce2a-5555-4add-8b8e-5bf7c49b8504-e1,e851ce2a-5555-4add-8b8e-5bf7c49b8504,2024-10-25,1998,300.00,0.00,EUR,bank_row:synth-b-021:journal:1,default,bank_row:synth-b-021:journal:1,,1,Synthetic internal transfer out to Holvi
e851ce2a-5555-4add-8b8e-5bf7c49b8504-e2,e851ce2a-5555-4add-8b8e-5bf7c49b8504,2024-10-25,1910,0.00,300.00,EUR,bank_row:synth-b-021:journal:1,default,bank_row:synth-b-021:journal:1,,2,Synthetic internal transfer out to Holvi
e12bb615-b03d-4088-a17a-e6c3a3b9e15f-e1,e12bb615-b03d-4088-a17a-e6c3a3b9e15f,2024-10-25,1911,300.00,0.00,EUR,bank_row:synth-b-022:journal:1,default,bank_row:synth-b-022:journal:1,,1,Synthetic internal transfer in from OP
e12bb615-b03d-4088-a17a-e6c3a3b9e15f-e2,e12bb615-b03d-4088-a17a-e6c3a3b9e15f,2024-10-25,1998,0.00,300.00,EUR,bank_row:synth-b-022:journal:1,default,bank_row:synth-b-022:journal:1,,2,Synthetic internal transfer in from OP
509778c9-4767-4bdd-92a8-df2b524adca7-e1,509778c9-4767-4bdd-92a8-df2b524adca7,2024-10-28,2060,120.00,0.00,EUR,bank_row:synth-b-027:journal:1,default,bank_row:synth-b-027:journal:1,,1,Synthetic owner withdrawal (yksityisnosto)
509778c9-4767-4bdd-92a8-df2b524adca7-e2,509778c9-4767-4bdd-92a8-df2b524adca7,2024-10-28,1910,0.00,120.00,EUR,bank_row:synth-b-027:journal:1,default,bank_row:synth-b-027:journal:1,,2,Synthetic owner withdrawal (yksityisnosto)
6714e9bf-a09e-4569-93b6-97d56246534f-e1,6714e9bf-a09e-4569-93b6-97d56246534f,2024-10-30,1998,240.00,0.00,EUR,bank_row:synth-b-058:journal:1,default,bank_row:synth-b-058:journal:1,,1,Synthetic monthly internal transfer out to Holvi
6714e9bf-a09e-4569-93b6-97d56246534f-e2,6714e9bf-a09e-4569-93b6-97d56246534f,2024-10-30,1910,0.00,240.00,EUR,bank_row:synth-b-058:journal:1,default,bank_row:synth-b-058:journal:1,,2,Synthetic monthly internal transfer out to Holvi
